model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_correct,open_correct,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response,label_cause,label_notes
google-gemini-2-5-pro,hotpotqa,5ae2a123554299495565daed,What is the focus of the technique which developed on the technique named after Frederich Matthias Alexander,The evolutionary development of human movement,Use of the self,body mechanics in a state of motion,0,1,"[""What technique is named after Frederich Matthias Alexander?"", ""What technique developed on {answer_1}?"", ""What is the focus of {answer_2}?""]","{""answer_1"": ""Alexander Technique"", ""answer_2"": ""Dart Procedures"", ""answer_3"": ""The evolutionary development of human movement""}","answer_1: str = qa_model(""What technique is named after Frederich Matthias Alexander?"")
answer_2: str = qa_model(""What technique developed on {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the focus of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Alexander Technique"",
  ""answer_2"": ""Dart Procedures"",
  ""answer_3"": ""The evolutionary development of human movement""
}
```",Use of the self,"The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study.","equivalent: 0
reasoning: The answers describe different concepts. ""Use of the self"" is a core concept of the Alexander Technique, while ""evolutionary development of human movement"" is a broader field of study.",,
google-gemini-2-5-pro,hotpotqa,5ae2e27155429928c423952a,What is the length of the River which has Wild Horse Creek as a tributary ?,369 km,"3,767 km",375 mi long,0,0,"[""Which river is Wild Horse Creek a tributary of?"", ""What is the length of the {answer_1}?""]","{""answer_1"": ""Meramec River"", ""answer_2"": ""369 km""}","answer_1: str = qa_model(""Which river is Wild Horse Creek a tributary of?"")
answer_2: str = qa_model(""What is the length of the {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Meramec River"",
  ""answer_2"": ""369 km""
}
```","3,767 km","The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions.","equivalent: 0
reasoning: The numerical values for the length are significantly different (369 km vs 3,767 km), exceeding the allowed tolerance for numeric expressions.",,
google-gemini-2-5-pro,hotpotqa,5ae52e6a5542990ba0bbb1ec,"Since when Romeo and Juliet was the first production of the play for  a live theater to digital platforms company, founded in 2013 by Stewart F. Lane and Bonnie Comley?","{'answer_1': 'BroadwayHD', 'answer_2': '2014-02'}",2013-09-19,1977,0,0,"[""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"", ""When was 'Romeo and Juliet' the first production for {answer_1}?""]","{""intermediate_answers"": {""answer_1"": ""BroadwayHD"", ""answer_2"": ""2014-02""}}","answer_1: str = qa_model(""What is the name of the live theater to digital platforms company founded in 2013 by Stewart F. Lane and Bonnie Comley?"")
answer_2: str = qa_model(""When was 'Romeo and Juliet' the first production for {answer_1}?"", answer_1=answer_1)","```json
{
  ""intermediate_answers"": {
    ""answer_1"": ""BroadwayHD"",
    ""answer_2"": ""2014-02""
  }
}
```",2013-09-19,The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly.,"equivalent: 0
reasoning: The dates provided are different (2014-02 vs 2013-09-19) and calendar dates must match exactly.",,
google-gemini-2-5-pro,hotpotqa,5ae546be5542990ba0bbb251,Which Lightweight division mixed martial artist founded the American Combat Association?,Lightweight,Jens Pulver,Kamal Shalorus,0,0,"[""Who founded the American Combat Association?"", ""In which weight division does the mixed martial artist {answer_1} compete?""]","{""answer_1"": ""Adrian Serrano"", ""answer_2"": ""Lightweight""}","answer_1: str = qa_model(""Who founded the American Combat Association?"")
answer_2: str = qa_model(""In which weight division does the mixed martial artist {answer_1} compete?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Adrian Serrano"",
  ""answer_2"": ""Lightweight""
}
```",Jens Pulver,"Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent.","equivalent: 0
reasoning: Answer A provides a weight division, not the name of a mixed martial artist, while Answer B provides a name. They are not equivalent.",,
google-gemini-2-5-pro,hotpotqa,5ae60fea5542992663a4f24f,"When did the male lead of the film ""Flexing with Monty"" die?",Sean Murray is still alive.,Tony Peck,7 June 2003,0,0,"[""Who is the male lead of the film 'Flexing with Monty'?"", ""When did {answer_1} die?""]","{""answer_1"": ""Sean Murray"", ""answer_2"": ""Sean Murray is still alive.""}","answer_1: str = qa_model(""Who is the male lead of the film 'Flexing with Monty'?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Sean Murray"",
  ""answer_2"": ""Sean Murray is still alive.""
}
```",Tony Peck,"The answers identify different individuals as the male lead of the film, leading to a contradiction.","equivalent: 0
reasoning: The answers identify different individuals as the male lead of the film, leading to a contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ae732685542991e8301cbc3,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,Westchester County,Saratoga County,Nassau County,0,0,"[""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"", ""In what New York county is {answer_1} located?""]","{""answer_1"": ""Scarsdale High School"", ""answer_2"": ""Westchester County""}","answer_1: str = qa_model(""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"")
answer_2: str = qa_model(""In what New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Scarsdale High School"",
  ""answer_2"": ""Westchester County""
}
```",Saratoga County,"The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction.","equivalent: 0
reasoning: The answers name different, distinct counties (Westchester vs Saratoga), which is a direct contradiction.",,
google-gemini-2-5-pro,hotpotqa,5ae770d75542997b22f6a766,"Which animator from Canada served as an assistant director on an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?",Tricia Garcia,Rob Boutilier,Lindsey Pollard,0,0,"[""What American animated television series ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?"", ""Who was an assistant director for '{answer_1}'?"", ""Which of the assistant directors for '{answer_1}' is an animator from Canada?""]","{""answer_1"": ""Mission Hill"", ""answer_2"": ""Lauren MacMullan; Scott D. Greenberg; James Purdum; Tricia Garcia"", ""answer_3"": ""Tricia Garcia""}","answer_1: str = qa_model(""What American animated television series ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?"")
answer_2: str = qa_model(""Who was an assistant director for '{answer_1}'?"", answer_1=answer_1)
answer_3: str = qa_model(""Which of the assistant directors for '{answer_1}' is an animator from Canada?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Mission Hill"",
  ""answer_2"": ""Lauren MacMullan; Scott D. Greenberg; James Purdum; Tricia Garcia"",
  ""answer_3"": ""Tricia Garcia""
}
```",Rob Boutilier,"The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals.","equivalent: 0
reasoning: The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals.",,
google-gemini-2-5-pro,hotpotqa,5ae78ec5554299540e5a5605,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?,Rockland County,Ulster County,Ulster County,0,1,"[""In which village was the album 'Guitars for Wounded Warriors' recorded?"", ""In which New York county is {answer_1} located?""]","{""answer_1"": ""Piermont"", ""answer_2"": ""Rockland County""}","answer_1: str = qa_model(""In which village was the album 'Guitars for Wounded Warriors' recorded?"")
answer_2: str = qa_model(""In which New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Piermont"",
  ""answer_2"": ""Rockland County""
}
```",Ulster County,"The answers provide different, contradictory county names.","equivalent: 0
reasoning: The answers provide different, contradictory county names.",,
google-gemini-2-5-pro,hotpotqa,5ae7a9c8554299540e5a5631,What event at the Asian Junior Athletics Championships has men and women competing at the same time?,4 × 400 metres relay,Mixed 4 × 400 metres relay,3000 metres steeplechase,0,0,"[""What is the term for an event where men and women compete at the same time?"", ""What {answer_1} is held at the Asian Junior Athletics Championships?""]","{""answer_1"": ""mixed event"", ""answer_2"": ""4 \u00d7 400 metres relay""}","answer_1: str = qa_model(""What is the term for an event where men and women compete at the same time?"")
answer_2: str = qa_model(""What {answer_1} is held at the Asian Junior Athletics Championships?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""mixed event"",
  ""answer_2"": ""4 × 400 metres relay""
}
```","answer:
Mixed 4 × 400 metres relay","Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria.","equivalent: 0
reasoning: Answer A refers to a general relay event, which is typically single-sex, while the question specifically asks for an event where men and women compete together. Answer B, by including ""Mixed"", correctly identifies the specific event that fits the question's criteria.",,
google-gemini-2-5-pro,mintaka,19c7c396,Who was MLB Commissioner during World Series of 1984?,Bowie Kuhn,Peter Ueberroth,Peter Ueberroth,0,1,"[""What organization oversees the World Series?"", ""Who was the commissioner of {answer_1} in 1984?""]","{""answer_1"": ""Major League Baseball"", ""answer_2"": ""Bowie Kuhn""}","answer_1: str = qa_model(""What organization oversees the World Series?"")
answer_2: str = qa_model(""Who was the commissioner of {answer_1} in 1984?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Major League Baseball"",
  ""answer_2"": ""Bowie Kuhn""
}
```","answer:
Peter Ueberroth","The answers provide different names for the MLB Commissioner during the 1984 World Series, which is a factual contradiction. Peter Ueberroth was the commissioner during that period.","equivalent: 0
reasoning: The answers provide different names for the MLB Commissioner during the 1984 World Series, which is a factual contradiction. Peter Ueberroth was the commissioner during that period.",,
google-gemini-2-5-pro,mintaka,286d66d0,Who was the last wife of the main character featured in the Last Samurai?,Katie Holmes,Taka,Katie Holmes,1,0,"[""Who is the main character in the movie 'The Last Samurai'?"", ""Who was the last wife of {answer_1}?""]","{""answer_1"": ""Tom Cruise"", ""answer_2"": ""Katie Holmes""}","answer_1: str = qa_model(""Who is the main character in the movie 'The Last Samurai'?"")
answer_2: str = qa_model(""Who was the last wife of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Tom Cruise"",
  ""answer_2"": ""Katie Holmes""
}
```","answer:
Taka",Answer A is incorrect; Katie Holmes is an actress and not a character in the movie. Answer B correctly identifies Taka as the last wife of the main character.,"equivalent: 0
reasoning: Answer A is incorrect; Katie Holmes is an actress and not a character in the movie. Answer B correctly identifies Taka as the last wife of the main character.",,
google-gemini-2-5-pro,mintaka,30880c95,When did the director of Avengers divorce his wife?,2016,2017,2016,1,0,"[""Who is the director of the movie 'The Avengers'?"", ""When did {answer_1} divorce his wife?""]","{""answer_1"": ""Joss Whedon"", ""answer_2"": ""2016""}","answer_1: str = qa_model(""Who is the director of the movie 'The Avengers'?"")
answer_2: str = qa_model(""When did {answer_1} divorce his wife?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Joss Whedon"",
  ""answer_2"": ""2016""
}
```",2017,Calendar years must match exactly; 2016 is not 2017.,"equivalent: 0
reasoning: Calendar years must match exactly; 2016 is not 2017.",,
google-gemini-2-5-pro,mintaka,33a4d66e,When was the final game in Kingdom Hearts' Xehanort Saga released?,2019-01-25,2019-01-29,25-Jan-19,1,0,"[""What is the final game in the Kingdom Hearts Xehanort Saga?"", ""When was '{answer_1}' released?""]","{""answer_1"": ""Kingdom Hearts III"", ""answer_2"": ""2019-01-25""}","answer_1: str = qa_model(""What is the final game in the Kingdom Hearts Xehanort Saga?"")
answer_2: str = qa_model(""When was '{answer_1}' released?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Kingdom Hearts III"",
  ""answer_2"": ""2019-01-25""
}
```",2019-01-29,Calendar dates must match exactly; 2019-01-25 is not equivalent to 2019-01-29.,"equivalent: 0
reasoning: Calendar dates must match exactly; 2019-01-25 is not equivalent to 2019-01-29.",,
