model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-pro,hotpotqa,5ae770d75542997b22f6a766,"Which animator from Canada served as an assistant director on an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?",Tricia Garcia,Rob Boutilier,Lindsey Pollard,"[""What American animated television series ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?"", ""Who was an assistant director for '{answer_1}'?"", ""Which of the assistant directors for '{answer_1}' is an animator from Canada?""]","{""answer_1"": ""Mission Hill"", ""answer_2"": ""Lauren MacMullan; Scott D. Greenberg; James Purdum; Tricia Garcia"", ""answer_3"": ""Tricia Garcia""}","answer_1: str = qa_model(""What American animated television series ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002?"")
answer_2: str = qa_model(""Who was an assistant director for '{answer_1}'?"", answer_1=answer_1)
answer_3: str = qa_model(""Which of the assistant directors for '{answer_1}' is an animator from Canada?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Mission Hill"",
  ""answer_2"": ""Lauren MacMullan; Scott D. Greenberg; James Purdum; Tricia Garcia"",
  ""answer_3"": ""Tricia Garcia""
}
```",Rob Boutilier,"The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals.","equivalent: 0
reasoning: The names ""Tricia Garcia"" and ""Rob Boutilier"" refer to different individuals."
google-gemini-2-5-pro,hotpotqa,5a76059155429976ec32bce6,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?",Mall del Norte,La Plaza Mall,La Plaza Mall,"[""What is the size of Mall del Norte?"", ""What is the size of La Plaza Mall?"", ""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?""]","{""answer_1"": ""1,212,515 sq ft"", ""answer_2"": ""1,200,000 sq ft"", ""answer_3"": ""Mall del Norte""}","answer_1: str = qa_model(""What is the size of Mall del Norte?"")
answer_2: str = qa_model(""What is the size of La Plaza Mall?"")
answer_3: str = qa_model(""Which is larger, Mall del Norte at {answer_1} or La Plaza Mall at {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","```json
{
  ""answer_1"": ""1,212,515 sq ft"",
  ""answer_2"": ""1,200,000 sq ft"",
  ""answer_3"": ""Mall del Norte""
}
```","answer:
La Plaza Mall",The answers contradict each other regarding which mall is the largest.,"equivalent: 0
reasoning: The answers contradict each other regarding which mall is the largest."
google-gemini-2-5-pro,hotpotqa,5a760f6855429976ec32bcf9,What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,Target,Amazon,Target Corporation,"[""Who was the 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?"", ""Which retailer, the second-largest in the United States, has a commercial featuring {answer_1}?""]","{""answer_1"": ""Taylor Swift"", ""answer_2"": ""Target""}","answer_1: str = qa_model(""Who was the 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?"")
answer_2: str = qa_model(""Which retailer, the second-largest in the United States, has a commercial featuring {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Taylor Swift"",
  ""answer_2"": ""Target""
}
```",Amazon,"The answers contradict each other. Amazon is generally considered the second-largest retailer in the US, not Target.","equivalent: 0
reasoning: The answers contradict each other. Amazon is generally considered the second-largest retailer in the US, not Target."
google-gemini-2-5-pro,hotpotqa,5a7722d655429966f1a36c99,Where did the form of music played by Die Rhöner Säuwäntzt originate?,Germany; Austria; Switzerland,Rhön,United States,"[""What form of music do Die Rh\u00c3\u00b6ner S\u00c3\u00a4uw\u00c3\u00a4ntzt play?"", ""Where did the music form {answer_1} originate?""]","{""answer_1"": ""Volksmusik"", ""answer_2"": ""Germany; Austria; Switzerland""}","answer_1: str = qa_model(""What form of music do Die Rhöner Säuwäntzt play?"")
answer_2: str = qa_model(""Where did the music form {answer_1} originate?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Volksmusik"",
  ""answer_2"": ""Germany; Austria; Switzerland""
}
```",Rhön,"Answer B specifies a region (Rhön, which is in Germany), while Answer A lists three countries (Germany, Austria, Switzerland). If the music originated specifically in Rhön, then stating Austria and Switzerland as origins (as in Answer A) would be a contradiction.","equivalent: 0
reasoning: Answer B specifies a region (Rhön, which is in Germany), while Answer A lists three countries (Germany, Austria, Switzerland). If the music originated specifically in Rhön, then stating Austria and Switzerland as origins (as in Answer A) would be a contradiction."
google-gemini-2-5-pro,hotpotqa,5a7ca54c55429935c91b527f,"The Swedish-British entertainment studio executive and film executive producer, who was the Executive producer for a 2016 American action thriller film directed by Babak Najafi, currently serve?",Producer,CEO of Marv Group,CEO of Lionsgate UK & Europe,"[""What is the 2016 American action thriller film directed by Babak Najafi?"", ""Who was the executive producer for {answer_1}?"", ""What position does {answer_2} currently hold?""]","{""answer_1"": ""London Has Fallen"", ""answer_2"": ""Avi Lerner; Trevor Short; Boaz Davidson; John Thompson; Christine Otal; Heidi Jo Markel"", ""answer_3"": ""Producer""}","answer_1: str = qa_model(""What is the 2016 American action thriller film directed by Babak Najafi?"")
answer_2: str = qa_model(""Who was the executive producer for {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What position does {answer_2} currently hold?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""London Has Fallen"",
  ""answer_2"": ""Avi Lerner; Trevor Short; Boaz Davidson; John Thompson; Christine Otal; Heidi Jo Markel"",
  ""answer_3"": ""Producer""
}
```",CEO of Marv Group,"Answer A describes a general functional role, while Answer B describes a specific executive position within a company. These are distinct facts, not one being a more specific version of the other.","equivalent: 0
reasoning: Answer A describes a general functional role, while Answer B describes a specific executive position within a company. These are distinct facts, not one being a more specific version of the other."
google-gemini-2-5-pro,hotpotqa,5a7ccec9554299452d57ba72,What video game published by Sierra Entertainment includes an antagonist figure who's mystery is the core of the series? ,Gabriel Knight: Sins of the Fathers,Half-Life,F.E.A.R.,"[""Which antagonist figure's mystery is the core of a video game series published by Sierra Entertainment?"", ""What video game published by Sierra Entertainment features the antagonist {answer_1}?""]","{""answer_1"": ""Malia Gedde"", ""answer_2"": ""Gabriel Knight: Sins of the Fathers""}","answer_1: str = qa_model(""Which antagonist figure's mystery is the core of a video game series published by Sierra Entertainment?"")
answer_2: str = qa_model(""What video game published by Sierra Entertainment features the antagonist {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Malia Gedde"",
  ""answer_2"": ""Gabriel Knight: Sins of the Fathers""
}
```","answer:
Half-Life","The answers refer to two different video games, Gabriel Knight: Sins of the Fathers and Half-Life.","equivalent: 0
reasoning: The answers refer to two different video games, Gabriel Knight: Sins of the Fathers and Half-Life."
google-gemini-2-5-pro,hotpotqa,5a7d231555429909bec76986,La Barredora was a gang that declared war on the leader of the cartel based where?,Sinaloa,Acapulco,Sinaloa,"[""Which cartel leader did the gang La Barredora declare war on?"", ""Where was the cartel led by {answer_1} based?""]","{""answer_1"": ""Joaqu\u00edn \""El Chapo\"" Guzm\u00e1n"", ""answer_2"": ""Sinaloa""}","answer_1: str = qa_model(""Which cartel leader did the gang La Barredora declare war on?"")
answer_2: str = qa_model(""Where was the cartel led by {answer_1} based?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Joaquín \""El Chapo\"" Guzmán"",
  ""answer_2"": ""Sinaloa""
}
```",Acapulco,The answers provide contradictory locations for the cartel's base.,"equivalent: 0
reasoning: The answers provide contradictory locations for the cartel's base."
google-gemini-2-5-pro,hotpotqa,5a7d90195542991319bc93cf,The axial turbojet Pirna 014 was designed by engineers from this German aircraft and aircraft engine manufacturer based in which city?,Dresden,Pirna,Dessau,"[""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"", ""In which city is {answer_1} based?""]","{""answer_1"": ""Flugzeugwerke Dresden"", ""answer_2"": ""Dresden""}","answer_1: str = qa_model(""Which German aircraft and aircraft engine manufacturer designed the Pirna 014?"")
answer_2: str = qa_model(""In which city is {answer_1} based?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Flugzeugwerke Dresden"",
  ""answer_2"": ""Dresden""
}
```","answer:
Pirna","The answers provide different cities (Dresden vs. Pirna) for the manufacturer's base, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different cities (Dresden vs. Pirna) for the manufacturer's base, which is a direct contradiction."
google-gemini-2-5-pro,hotpotqa,5a7f8a535542994857a76778,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,"22,135","7,207","2,523","[""Into which town did the Pineground Bridge carry Depot Road?"", ""What is the population of {answer_1}?""]","{""answer_1"": ""Scarborough"", ""answer_2"": ""22,135""}","answer_1: str = qa_model(""Into which town did the Pineground Bridge carry Depot Road?"")
answer_2: str = qa_model(""What is the population of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Scarborough"",
  ""answer_2"": ""22,135""
}
```","7,207",The population numbers provided are significantly different and do not fall within the allowed numeric tolerance.,"equivalent: 0
reasoning: The population numbers provided are significantly different and do not fall within the allowed numeric tolerance."
google-gemini-2-5-pro,hotpotqa,5a8235d25542995ce29dccda,What South Korean sitcom starred a South Korean singer and actress who began her music career at the age of 15?,The Producers,High Kick: Revenge of the Short Legged,The Producers,"[""Which South Korean singer and actress began her music career at the age of 15?"", ""What South Korean sitcom starred {answer_1}?""]","{""answer_1"": ""IU"", ""answer_2"": ""The Producers""}","answer_1: str = qa_model(""Which South Korean singer and actress began her music career at the age of 15?"")
answer_2: str = qa_model(""What South Korean sitcom starred {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""IU"",
  ""answer_2"": ""The Producers""
}
```",High Kick: Revenge of the Short Legged,The two answers refer to different sitcom titles.,"equivalent: 0
reasoning: The two answers refer to different sitcom titles."
google-gemini-2-5-pro,hotpotqa,5a83cf395542996488c2e4e0,"What musical genre was the song that, according to Annet Artani, inspired the Britney Spears song ""Everytime""?",Pop,Classical,R&B,"[""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"", ""What is the musical genre of the song {answer_1}?""]","{""answer_1"": ""Leaving You"", ""answer_2"": ""Pop""}","answer_1: str = qa_model(""According to Annet Artani, what song inspired the Britney Spears song 'Everytime'?"")
answer_2: str = qa_model(""What is the musical genre of the song {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Leaving You"",
  ""answer_2"": ""Pop""
}
```","answer:
Classical","The answers state different musical genres (Pop vs Classical), which are distinct and contradictory.","equivalent: 0
reasoning: The answers state different musical genres (Pop vs Classical), which are distinct and contradictory."
google-gemini-2-5-pro,hotpotqa,5a8a698255429930ff3c0dcf,In what year was the company that co-developed and distributed the BlackBerry DTEK60 founded?,1981,1999,1984,"[""Which company co-developed and distributed the BlackBerry DTEK60?"", ""In what year was {answer_1} founded?""]","{""answer_1"": ""TCL Corporation"", ""answer_2"": ""1981""}","answer_1: str = qa_model(""Which company co-developed and distributed the BlackBerry DTEK60?"")
answer_2: str = qa_model(""In what year was {answer_1} founded?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""TCL Corporation"",
  ""answer_2"": ""1981""
}
```",1999,"The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years.","equivalent: 0
reasoning: The years provided, 1981 and 1999, are different and must match exactly for calendar dates/years."
